Repo Name,File Path,File Type,IsPod,IfSecurityAttackExist,Attack#1,Attack#2,Attack#3,Attack#4,Attack#5,Attack#6,Attack#7,Attack#8,Attack#9,Attack#10,note,Output
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\kube-state-metrics-deployment.yaml,,1.0,0.0,,,,,,,,,,,,"AVD-KSV-0001 (MEDIUM): Container 'kube-rbac-proxy-main' of Deployment 'kube-state-metrics' should set 'securityContext.allowPrivilegeEscalation' to false
AVD-KSV-0001 (MEDIUM): Container 'kube-rbac-proxy-self' of Deployment 'kube-state-metrics' should set 'securityContext.allowPrivilegeEscalation' to false
AVD-KSV-0001 (MEDIUM): Container 'kube-state-metrics' of Deployment 'kube-state-metrics' should set 'securityContext.allowPrivilegeEscalation' to false
AVD-KSV-0003 (LOW): Container 'kube-rbac-proxy-main' of Deployment 'kube-state-metrics' should add 'ALL' to 'securityContext.capabilities.drop'
AVD-KSV-0003 (LOW): Container 'kube-rbac-proxy-self' of Deployment 'kube-state-metrics' should add 'ALL' to 'securityContext.capabilities.drop'
AVD-KSV-0003 (LOW): Container 'kube-state-metrics' of Deployment 'kube-state-metrics' should add 'ALL' to 'securityContext.capabilities.drop'
AVD-KSV-0011 (LOW): Container 'kube-rbac-proxy-main' of Deployment 'kube-state-metrics' should set 'resources.limits.cpu'
AVD-KSV-0011 (LOW): Container 'kube-rbac-proxy-self' of Deployment 'kube-state-metrics' should set 'resources.limits.cpu'
AVD-KSV-0011 (LOW): Container 'kube-state-metrics' of Deployment 'kube-state-metrics' should set 'resources.limits.cpu'
AVD-KSV-0012 (MEDIUM): Container 'kube-rbac-proxy-main' of Deployment 'kube-state-metrics' should set 'securityContext.runAsNonRoot' to true
AVD-KSV-0012 (MEDIUM): Container 'kube-rbac-proxy-self' of Deployment 'kube-state-metrics' should set 'securityContext.runAsNonRoot' to true
AVD-KSV-0012 (MEDIUM): Container 'kube-state-metrics' of Deployment 'kube-state-metrics' should set 'securityContext.runAsNonRoot' to true
AVD-KSV-0014 (HIGH): Container 'kube-rbac-proxy-main' of Deployment 'kube-state-metrics' should set 'securityContext.readOnlyRootFilesystem' to true
AVD-KSV-0014 (HIGH): Container 'kube-rbac-proxy-self' of Deployment 'kube-state-metrics' should set 'securityContext.readOnlyRootFilesystem' to true
AVD-KSV-0014 (HIGH): Container 'kube-state-metrics' of Deployment 'kube-state-metrics' should set 'securityContext.readOnlyRootFilesystem' to true
AVD-KSV-0015 (LOW): Container 'kube-rbac-proxy-main' of Deployment 'kube-state-metrics' should set 'resources.requests.cpu'
AVD-KSV-0015 (LOW): Container 'kube-rbac-proxy-self' of Deployment 'kube-state-metrics' should set 'resources.requests.cpu'
AVD-KSV-0015 (LOW): Container 'kube-state-metrics' of Deployment 'kube-state-metrics' should set 'resources.requests.cpu'
AVD-KSV-0016 (LOW): Container 'kube-rbac-proxy-main' of Deployment 'kube-state-metrics' should set 'resources.requests.memory'
AVD-KSV-0016 (LOW): Container 'kube-rbac-proxy-self' of Deployment 'kube-state-metrics' should set 'resources.requests.memory'
AVD-KSV-0016 (LOW): Container 'kube-state-metrics' of Deployment 'kube-state-metrics' should set 'resources.requests.memory'
AVD-KSV-0018 (LOW): Container 'kube-rbac-proxy-main' of Deployment 'kube-state-metrics' should set 'resources.limits.memory'
AVD-KSV-0018 (LOW): Container 'kube-rbac-proxy-self' of Deployment 'kube-state-metrics' should set 'resources.limits.memory'
AVD-KSV-0018 (LOW): Container 'kube-state-metrics' of Deployment 'kube-state-metrics' should set 'resources.limits.memory'
AVD-KSV-0021 (LOW): Container 'kube-rbac-proxy-main' of Deployment 'kube-state-metrics' should set 'securityContext.runAsGroup' > 10000
AVD-KSV-0021 (LOW): Container 'kube-rbac-proxy-self' of Deployment 'kube-state-metrics' should set 'securityContext.runAsGroup' > 10000
AVD-KSV-0021 (LOW): Container 'kube-state-metrics' of Deployment 'kube-state-metrics' should set 'securityContext.runAsGroup' > 10000
AVD-KSV-0030 (LOW): Either Pod or Container should set 'securityContext.seccompProfile.type' to 'RuntimeDefault'
AVD-KSV-0030 (LOW): Either Pod or Container should set 'securityContext.seccompProfile.type' to 'RuntimeDefault'
AVD-KSV-0030 (LOW): Either Pod or Container should set 'securityContext.seccompProfile.type' to 'RuntimeDefault'
AVD-KSV-0104 (MEDIUM): container ""kube-rbac-proxy-main"" of deployment ""kube-state-metrics"" in ""monitoring"" namespace should specify a seccomp profile
AVD-KSV-0104 (MEDIUM): container ""kube-rbac-proxy-self"" of deployment ""kube-state-metrics"" in ""monitoring"" namespace should specify a seccomp profile
AVD-KSV-0104 (MEDIUM): container ""kube-state-metrics"" of deployment ""kube-state-metrics"" in ""monitoring"" namespace should specify a seccomp profile
AVD-KSV-0106 (LOW): container should drop all
AVD-KSV-0106 (LOW): container should drop all
AVD-KSV-0106 (LOW): container should drop all"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\kube-state-metrics-serviceAccount.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\node-exporter-clusterRole.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\node-exporter-clusterRoleBinding.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\node-exporter-daemonset.yaml,,1.0,0.0,,,,,,,,,,,,"AVD-KSV-0001 (MEDIUM): Container 'kube-rbac-proxy' of DaemonSet 'node-exporter' should set 'securityContext.allowPrivilegeEscalation' to false
AVD-KSV-0001 (MEDIUM): Container 'node-exporter' of DaemonSet 'node-exporter' should set 'securityContext.allowPrivilegeEscalation' to false
AVD-KSV-0003 (LOW): Container 'kube-rbac-proxy' of DaemonSet 'node-exporter' should add 'ALL' to 'securityContext.capabilities.drop'
AVD-KSV-0003 (LOW): Container 'node-exporter' of DaemonSet 'node-exporter' should add 'ALL' to 'securityContext.capabilities.drop'
AVD-KSV-0009 (HIGH): DaemonSet 'node-exporter' should not set 'spec.template.spec.hostNetwork' to true
AVD-KSV-0010 (HIGH): DaemonSet 'node-exporter' should not set 'spec.template.spec.hostPID' to true
AVD-KSV-0014 (HIGH): Container 'kube-rbac-proxy' of DaemonSet 'node-exporter' should set 'securityContext.readOnlyRootFilesystem' to true
AVD-KSV-0014 (HIGH): Container 'node-exporter' of DaemonSet 'node-exporter' should set 'securityContext.readOnlyRootFilesystem' to true
AVD-KSV-0021 (LOW): Container 'kube-rbac-proxy' of DaemonSet 'node-exporter' should set 'securityContext.runAsGroup' > 10000
AVD-KSV-0021 (LOW): Container 'node-exporter' of DaemonSet 'node-exporter' should set 'securityContext.runAsGroup' > 10000
AVD-KSV-0023 (MEDIUM): DaemonSet 'node-exporter' should not set 'spec.template.volumes.hostPath'
AVD-KSV-0024 (HIGH): Container 'kube-rbac-proxy' of DaemonSet 'node-exporter' should not set host ports, 'ports[*].hostPort'
AVD-KSV-0024 (HIGH): Container 'kube-rbac-proxy' of DaemonSet 'node-exporter' should not set host ports, 'ports[*].hostPort'
AVD-KSV-0030 (LOW): Either Pod or Container should set 'securityContext.seccompProfile.type' to 'RuntimeDefault'
AVD-KSV-0030 (LOW): Either Pod or Container should set 'securityContext.seccompProfile.type' to 'RuntimeDefault'
AVD-KSV-0104 (MEDIUM): container ""kube-rbac-proxy"" of daemonset ""node-exporter"" in ""monitoring"" namespace should specify a seccomp profile
AVD-KSV-0104 (MEDIUM): container ""node-exporter"" of daemonset ""node-exporter"" in ""monitoring"" namespace should specify a seccomp profile
AVD-KSV-0106 (LOW): container should drop all
AVD-KSV-0106 (LOW): container should drop all
AVD-KSV-0121 (HIGH): daemonset node-exporter in monitoring namespace shouldn't have volumes set to {""/"", ""/proc"", ""/sys""}"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\node-exporter-serviceAccount.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-clusterRole.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-clusterRoleAggregatedMetricsReader.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-clusterRoleBinding.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-clusterRoleBindingDelegator.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-clusterRoleServerResources.yaml,,,0.0,,,,,,,,,,,,AVD-KSV-0046 (CRITICAL): ClusterRole 'resource-metrics-server-resources' shouldn't manage all resources
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-configMap.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-deployment.yaml,,1.0,1.0,,,,1.0,,,,,,,,"AVD-KSV-0001 (MEDIUM): Container 'prometheus-adapter' of Deployment 'prometheus-adapter' should set 'securityContext.allowPrivilegeEscalation' to false
AVD-KSV-0003 (LOW): Container 'prometheus-adapter' of Deployment 'prometheus-adapter' should add 'ALL' to 'securityContext.capabilities.drop'
AVD-KSV-0011 (LOW): Container 'prometheus-adapter' of Deployment 'prometheus-adapter' should set 'resources.limits.cpu'
AVD-KSV-0012 (MEDIUM): Container 'prometheus-adapter' of Deployment 'prometheus-adapter' should set 'securityContext.runAsNonRoot' to true
AVD-KSV-0014 (HIGH): Container 'prometheus-adapter' of Deployment 'prometheus-adapter' should set 'securityContext.readOnlyRootFilesystem' to true
AVD-KSV-0015 (LOW): Container 'prometheus-adapter' of Deployment 'prometheus-adapter' should set 'resources.requests.cpu'
AVD-KSV-0016 (LOW): Container 'prometheus-adapter' of Deployment 'prometheus-adapter' should set 'resources.requests.memory'
AVD-KSV-0018 (LOW): Container 'prometheus-adapter' of Deployment 'prometheus-adapter' should set 'resources.limits.memory'
AVD-KSV-0020 (LOW): Container 'prometheus-adapter' of Deployment 'prometheus-adapter' should set 'securityContext.runAsUser' > 10000
AVD-KSV-0021 (LOW): Container 'prometheus-adapter' of Deployment 'prometheus-adapter' should set 'securityContext.runAsGroup' > 10000
AVD-KSV-0030 (LOW): Either Pod or Container should set 'securityContext.seccompProfile.type' to 'RuntimeDefault'
AVD-KSV-0104 (MEDIUM): container ""prometheus-adapter"" of deployment ""prometheus-adapter"" in ""monitoring"" namespace should specify a seccomp profile
AVD-KSV-0106 (LOW): container should drop all
AVD-KSV-0118 (HIGH): container prometheus-adapter in monitoring namespace is using the default security context"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-roleBindingAuthReader.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-adapter-serviceAccount.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-clusterRole.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-clusterRoleBinding.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-roleBindingConfig.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-roleBindingSpecificNamespaces.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-roleConfig.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-roleSpecificNamespaces.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\prometheus-serviceAccount.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\setup\prometheus-operator-0podmonitorCustomResourceDefinition.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\setup\prometheus-operator-clusterRole.yaml,,,0.0,,,,,,,,,,,,"AVD-KSV-0041 (CRITICAL): ClusterRole 'prometheus-operator' shouldn't have access to manage resource 'secrets'
AVD-KSV-0045 (CRITICAL): Role permits wildcard verb on specific resources
AVD-KSV-0045 (CRITICAL): Role permits wildcard verb on specific resources
AVD-KSV-0048 (MEDIUM): ClusterRole 'prometheus-operator' should not have access to resources [""pods"", ""deployments"", ""jobs"", ""cronjobs"", ""statefulsets"", ""daemonsets"", ""replicasets"", ""replicationcontrollers""] for verbs [""create"", ""update"", ""patch"", ""delete"", ""deletecollection"", ""impersonate"", ""*""]
AVD-KSV-0048 (MEDIUM): ClusterRole 'prometheus-operator' should not have access to resources [""pods"", ""deployments"", ""jobs"", ""cronjobs"", ""statefulsets"", ""daemonsets"", ""replicasets"", ""replicationcontrollers""] for verbs [""create"", ""update"", ""patch"", ""delete"", ""deletecollection"", ""impersonate"", ""*""]
AVD-KSV-0049 (MEDIUM): ClusterRole 'prometheus-operator' should not have access to resource 'configmaps' for verbs [""create"", ""update"", ""patch"", ""delete"", ""deletecollection"", ""impersonate"", ""*""]
AVD-KSV-0056 (HIGH): ClusterRole 'prometheus-operator' should not have access to resources [""services"", ""endpoints"", ""endpointslices"", ""networkpolicies"", ""ingresses""] for verbs [""create"", ""update"", ""patch"", ""delete"", ""deletecollection"", ""impersonate"", ""*""]"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\setup\prometheus-operator-clusterRoleBinding.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\setup\prometheus-operator-deployment.yaml,,1.0,0.0,,,,,,,,,,,,"AVD-KSV-0001 (MEDIUM): Container 'kube-rbac-proxy' of Deployment 'prometheus-operator' should set 'securityContext.allowPrivilegeEscalation' to false
AVD-KSV-0003 (LOW): Container 'kube-rbac-proxy' of Deployment 'prometheus-operator' should add 'ALL' to 'securityContext.capabilities.drop'
AVD-KSV-0003 (LOW): Container 'prometheus-operator' of Deployment 'prometheus-operator' should add 'ALL' to 'securityContext.capabilities.drop'
AVD-KSV-0011 (LOW): Container 'kube-rbac-proxy' of Deployment 'prometheus-operator' should set 'resources.limits.cpu'
AVD-KSV-0014 (HIGH): Container 'kube-rbac-proxy' of Deployment 'prometheus-operator' should set 'securityContext.readOnlyRootFilesystem' to true
AVD-KSV-0014 (HIGH): Container 'prometheus-operator' of Deployment 'prometheus-operator' should set 'securityContext.readOnlyRootFilesystem' to true
AVD-KSV-0015 (LOW): Container 'kube-rbac-proxy' of Deployment 'prometheus-operator' should set 'resources.requests.cpu'
AVD-KSV-0016 (LOW): Container 'kube-rbac-proxy' of Deployment 'prometheus-operator' should set 'resources.requests.memory'
AVD-KSV-0018 (LOW): Container 'kube-rbac-proxy' of Deployment 'prometheus-operator' should set 'resources.limits.memory'
AVD-KSV-0021 (LOW): Container 'kube-rbac-proxy' of Deployment 'prometheus-operator' should set 'securityContext.runAsGroup' > 10000
AVD-KSV-0021 (LOW): Container 'prometheus-operator' of Deployment 'prometheus-operator' should set 'securityContext.runAsGroup' > 10000
AVD-KSV-0030 (LOW): Either Pod or Container should set 'securityContext.seccompProfile.type' to 'RuntimeDefault'
AVD-KSV-0030 (LOW): Either Pod or Container should set 'securityContext.seccompProfile.type' to 'RuntimeDefault'
AVD-KSV-0104 (MEDIUM): container ""kube-rbac-proxy"" of deployment ""prometheus-operator"" in ""monitoring"" namespace should specify a seccomp profile
AVD-KSV-0104 (MEDIUM): container ""prometheus-operator"" of deployment ""prometheus-operator"" in ""monitoring"" namespace should specify a seccomp profile
AVD-KSV-0106 (LOW): container should drop all
AVD-KSV-0106 (LOW): container should drop all"
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\manifests\setup\prometheus-operator-serviceAccount.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\samples\sample-pv-grafana.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
cluster-monitoring,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\cluster-monitoring\samples\sample-pv-prometheus.yaml,,,0.0,,,,,,,,,,,,No relevant issues found
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\default\manager_auth_proxy_patch.yaml,,1.0,1.0,,,,1.0,,,,,,,,"AVD-KSV-0001 (MEDIUM): Container 'kube-rbac-proxy' of Deployment 'controller-manager' should set 'securityContext.allowPrivilegeEscalation' to false
AVD-KSV-0001 (MEDIUM): Container 'manager' of Deployment 'controller-manager' should set 'securityContext.allowPrivilegeEscalation' to false
AVD-KSV-0003 (LOW): Container 'kube-rbac-proxy' of Deployment 'controller-manager' should add 'ALL' to 'securityContext.capabilities.drop'
AVD-KSV-0003 (LOW): Container 'manager' of Deployment 'controller-manager' should add 'ALL' to 'securityContext.capabilities.drop'
AVD-KSV-0011 (LOW): Container 'kube-rbac-proxy' of Deployment 'controller-manager' should set 'resources.limits.cpu'
AVD-KSV-0011 (LOW): Container 'manager' of Deployment 'controller-manager' should set 'resources.limits.cpu'
AVD-KSV-0012 (MEDIUM): Container 'kube-rbac-proxy' of Deployment 'controller-manager' should set 'securityContext.runAsNonRoot' to true
AVD-KSV-0012 (MEDIUM): Container 'manager' of Deployment 'controller-manager' should set 'securityContext.runAsNonRoot' to true
AVD-KSV-0013 (MEDIUM): Container 'manager' of Deployment 'controller-manager' should specify an image tag
AVD-KSV-0014 (HIGH): Container 'kube-rbac-proxy' of Deployment 'controller-manager' should set 'securityContext.readOnlyRootFilesystem' to true
AVD-KSV-0014 (HIGH): Container 'manager' of Deployment 'controller-manager' should set 'securityContext.readOnlyRootFilesystem' to true
AVD-KSV-0015 (LOW): Container 'kube-rbac-proxy' of Deployment 'controller-manager' should set 'resources.requests.cpu'
AVD-KSV-0015 (LOW): Container 'manager' of Deployment 'controller-manager' should set 'resources.requests.cpu'
AVD-KSV-0016 (LOW): Container 'kube-rbac-proxy' of Deployment 'controller-manager' should set 'resources.requests.memory'
AVD-KSV-0016 (LOW): Container 'manager' of Deployment 'controller-manager' should set 'resources.requests.memory'
AVD-KSV-0018 (LOW): Container 'kube-rbac-proxy' of Deployment 'controller-manager' should set 'resources.limits.memory'
AVD-KSV-0018 (LOW): Container 'manager' of Deployment 'controller-manager' should set 'resources.limits.memory'
AVD-KSV-0020 (LOW): Container 'kube-rbac-proxy' of Deployment 'controller-manager' should set 'securityContext.runAsUser' > 10000
AVD-KSV-0020 (LOW): Container 'manager' of Deployment 'controller-manager' should set 'securityContext.runAsUser' > 10000
AVD-KSV-0021 (LOW): Container 'kube-rbac-proxy' of Deployment 'controller-manager' should set 'securityContext.runAsGroup' > 10000
AVD-KSV-0021 (LOW): Container 'manager' of Deployment 'controller-manager' should set 'securityContext.runAsGroup' > 10000
AVD-KSV-0030 (LOW): Either Pod or Container should set 'securityContext.seccompProfile.type' to 'RuntimeDefault'
AVD-KSV-0030 (LOW): Either Pod or Container should set 'securityContext.seccompProfile.type' to 'RuntimeDefault'
AVD-KSV-0104 (MEDIUM): container ""kube-rbac-proxy"" of deployment ""controller-manager"" in ""system"" namespace should specify a seccomp profile
AVD-KSV-0104 (MEDIUM): container ""manager"" of deployment ""controller-manager"" in ""system"" namespace should specify a seccomp profile
AVD-KSV-0106 (LOW): container should drop all
AVD-KSV-0106 (LOW): container should drop all
AVD-KSV-0118 (HIGH): container controller-manager in system namespace is using the default security context"
shifu,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\shifu\pkg\k8s\crd\config\default\manager_config_patch.yaml,,1.0,1.0,,,,1.0,,,,,,,,"AVD-KSV-0001 (MEDIUM): Container 'manager' of Deployment 'controller-manager' should set 'securityContext.allowPrivilegeEscalation' to false
AVD-KSV-0003 (LOW): Container 'manager' of Deployment 'controller-manager' should add 'ALL' to 'securityContext.capabilities.drop'
AVD-KSV-0011 (LOW): Container 'manager' of Deployment 'controller-manager' should set 'resources.limits.cpu'
AVD-KSV-0012 (MEDIUM): Container 'manager' of Deployment 'controller-manager' should set 'securityContext.runAsNonRoot' to true
AVD-KSV-0013 (MEDIUM): Container 'manager' of Deployment 'controller-manager' should specify an image tag
AVD-KSV-0014 (HIGH): Container 'manager' of Deployment 'controller-manager' should set 'securityContext.readOnlyRootFilesystem' to true
AVD-KSV-0015 (LOW): Container 'manager' of Deployment 'controller-manager' should set 'resources.requests.cpu'
AVD-KSV-0016 (LOW): Container 'manager' of Deployment 'controller-manager' should set 'resources.requests.memory'
AVD-KSV-0018 (LOW): Container 'manager' of Deployment 'controller-manager' should set 'resources.limits.memory'
AVD-KSV-0020 (LOW): Container 'manager' of Deployment 'controller-manager' should set 'securityContext.runAsUser' > 10000
AVD-KSV-0021 (LOW): Container 'manager' of Deployment 'controller-manager' should set 'securityContext.runAsGroup' > 10000
AVD-KSV-0030 (LOW): Either Pod or Container should set 'securityContext.seccompProfile.type' to 'RuntimeDefault'
AVD-KSV-0104 (MEDIUM): container ""manager"" of deployment ""controller-manager"" in ""system"" namespace should specify a seccomp profile
AVD-KSV-0106 (LOW): container should drop all
AVD-KSV-0118 (HIGH): container controller-manager in system namespace is using the default security context"
